Type,ID,Name,Address,Category,Price,AreaCode,Dates,Description
Accommodation,3469455,루시아펜션,인천광역시 옹진군 백령면 백령로 461-18 461-14 1동,Guesthouse,148000,2,N/A,N/A
Accommodation,2571095,루이스호텔,울산광역시 동구 해수욕장2길 65 (일산동) null,B02010900,100000,7,N/A,N/A
Accommodation,3537703,루이스호텔(3성급),강원특별자치도 강릉시 옥가로50번길 11-1 (옥천동) null,Hotel,193000,32,N/A,N/A
Accommodation,3532731,루이하우스,경기도 하남시 산곡남로 208 (상산곡동) null,Guesthouse,234000,31,N/A,N/A
Accommodation,2893601,룩소르 호텔,경기도 고양시 일산서구 강성로 253 (대화동) null,B02010900,57000,31,N/A,N/A
Accommodation,2950207,류황가원림[한국관광 품질인증/Korea Quality],전라남도 순천시 조정래길 806-70 null,B02011600,238000,38,N/A,N/A
Accommodation,2697670,르그랑블루 리조트,전라남도 여수시 돌산읍 무술목길 34 null,Camping,109000,38,N/A,N/A
Accommodation,2902867,르네블루바이워커힐,강원특별자치도 고성군 심층수길 96 null,Hotel,139000,32,N/A,N/A
Accommodation,3341540,르메르디앙 서울 명동,서울특별시 중구 명동8나길 38 (충무로1가) null,Hotel,138000,1,N/A,N/A
Accommodation,2445211,르본수원실크로드호텔,경기도 수원시 팔달구 경수대로466번길 28 (인계동) null,Hotel,95000,31,N/A,N/A
Accommodation,136577,르아브르,서울특별시 강서구 까치산로 83 null,B02010900,69000,1,N/A,N/A
Accommodation,2544728,르이데아호텔,부산광역시 동구 중앙대로180번길 16-10 (초량동) null,Hotel,86000,6,N/A,N/A
Accommodation,1964059,리츠모텔,인천광역시 서구 칠천왕로7번길 19 null,B02010900,107000,2,N/A,N/A
Accommodation,2577101,리츠모텔,경상남도 창원시 성산구 용지로 64 덕산그린피아 4층(중앙동),Camping,84000,36,N/A,N/A
Accommodation,1990929,리치다이아몬드호텔,서울특별시 강북구 삼양로 500-18 null,Hotel,111000,1,N/A,N/A
Accommodation,625996,리치모텔,강원특별자치도 정선군 고한읍 고한2길 52 null,B02010900,108000,32,N/A,N/A
Accommodation,2865958,리치스테이호텔,경기도 평택시 고덕중앙2로 77-6 (고덕동) null,Hotel,248000,31,N/A,N/A
Accommodation,1747999,리치호텔,인천광역시 연수구 능허대로 124 null,B02010900,90000,2,N/A,N/A
Accommodation,3084957,리치호텔,제주특별자치도 제주시 애월읍 고내로13길 100 null,Hotel,137000,39,N/A,N/A
Accommodation,3532633,리틀포레한강,서울특별시 성동구 왕십리로8길 19-5 (성수동1가) 202호,Glamping,169000,1,N/A,N/A
Accommodation,2801335,리프레쉬 캠핑장,강원특별자치도 평창군 봉평면 흥정계곡4길 7-25 null,Guesthouse,105000,32,N/A,N/A
Accommodation,3532590,리프레시,강원특별자치도 강릉시 연곡면 진고개로 1424-27 null,Guesthouse,167000,32,N/A,N/A
Accommodation,3049909,린 뷰티크호텔,"경상남도 거제시 사등면 장좌길 68 1, 2층",B02010900,61000,,N/A,N/A
Accommodation,2804387,린다픽,서울특별시 용산구 이태원로23길 26-5 (이태원동),Camping,90000,1,N/A,N/A
Accommodation,2569615,링스모텔,전북특별자치도 군산시 장미1길 23 null,B02010900,129000,37,N/A,N/A
Accommodation,2598702,마골댁,경상북도 영덕군 창수면 인량1길 24 null,B02011600,236000,35,N/A,N/A
Accommodation,2609850,마당예쁜집(전주한옥마을 마당예쁜집),전북특별자치도 전주시 완산구 향교길 79-8 (교동),B02011600,240000,37,N/A,N/A
Accommodation,3102028,마뜰애,경상북도 안동시 중들2길 5 (용상동) null,B02011600,122000,,N/A,N/A
Accommodation,1960922,마띠유호텔 여수,전라남도 여수시 오동도로 20 null,Hotel,158000,38,N/A,N/A
Accommodation,139860,마레보 비치호텔,제주특별자치도 제주시 곽지1길 23 마레보비치호텔 null,Hotel,247000,39,N/A,N/A
Accommodation,908774,마로니에펜션,충청남도 태안군 원북면 신두해변길 135 null,Guesthouse,92000,34,N/A,N/A
Accommodation,2593515,마루오,전라남도 나주시 배멧3길 5-8 (빛가람동) null,Hotel,119000,38,N/A,N/A
Accommodation,2849817,마루호텔,경기도 수원시 팔달구 고화로9번길 33 (매산로2가) null,Hotel,113000,31,N/A,N/A
Accommodation,138111,마리나 비치펜션,충청남도 태안군 남면 몽대로 494-8 null,Guesthouse,247000,34,N/A,N/A
Accommodation,592453,마리나펜션,경상남도 통영시 수륙길 5 null,Guesthouse,118000,36,N/A,N/A
Accommodation,610179,마리솔펜션,충청남도 태안군 남면 몽산포길 85 null,Guesthouse,66000,34,N/A,N/A
Accommodation,2576488,마리조아펜션,경상남도 통영시 용남면 기호바깥길 7-35 null,Guesthouse,163000,36,N/A,N/A
Accommodation,3469416,마리호텔,서울특별시 강동구 양재대로111길 28 (길동) null,Hotel,153000,1,N/A,N/A
Accommodation,143103,마스터스관광호텔,광주광역시 서구 상무연하로 46 null,Hotel,219000,5,N/A,N/A
Accommodation,3102165,마실한옥,전라남도 목포시 영산로 36-7 (대의동2가) null,Camping,204000,38,N/A,N/A
Accommodation,3535436,마운틴모텔,강원특별자치도 강릉시 경강로2268번길 5 (포남동) null,B02010900,176000,32,N/A,N/A
Accommodation,563186,마운틴밸리 펜션,강원특별자치도 철원군 동송읍 담터길 174-1 null,Guesthouse,198000,32,N/A,N/A
Accommodation,2711378,마을호텔18번가,강원특별자치도 정선군 고한읍 고한2길 36 null,Hotel,183000,32,N/A,N/A
Accommodation,2667868,마음의 고향,전라남도 무안군 현경면 현해로 335-31 null,B02011600,239000,38,N/A,N/A
Accommodation,1265425,마음이머무는곳,강원특별자치도 화천군 사내면 포화로 653-76 null,Guesthouse,231000,32,N/A,N/A
Accommodation,556707,마이그린 펜션,강원특별자치도 철원군 갈말읍 두루미로 245-36 null,Guesthouse,224000,32,N/A,N/A
Accommodation,1632504,마이다스모텔,경상남도 거창군 가조면 온천길 44 null,B02010900,60000,36,N/A,N/A
Accommodation,2570597,마이스테이,전북특별자치도 전주시 완산구 동문길 57-8 (풍남동1가),Camping,229000,37,N/A,N/A
Accommodation,3542629,마이앤트세라,강원특별자치도 강릉시 사천면 가둔지길 36 null,Guesthouse,105000,32,N/A,N/A
Accommodation,3044559,마인펜션,강원특별자치도 횡성군 둔내면 용현로 420 null,Guesthouse,239000,32,N/A,N/A
Accommodation,2631334,마전역 게스트하우스,"인천광역시 서구 완정로65번안길 10 (마전동,검단1차 대주피오레아파트) 110동 201호",Camping,187000,2,N/A,N/A
Accommodation,3102223,마치블루풀빌라,경상북도 포항시 북구 송라면 봉화길 202 마치블루풀빌라,Guesthouse,58000,35,N/A,N/A
Accommodation,3075356,마티에 오시리아,부산광역시 기장군 기장읍 동부산관광7로 17 null,Motel,75000,6,N/A,N/A
Accommodation,1263672,만산고을펜션(구 만산수목원펜션),강원특별자치도 화천군 상서면 만산동로 898-16 null,Guesthouse,51000,32,N/A,N/A
Accommodation,3535335,만수파크,강원특별자치도 강릉시 성덕포남로153번길 38 (포남동) 만수파크,B02010900,235000,32,N/A,N/A
Accommodation,2804328,만죽재 고택,경상북도 영주시 무섬로234번길 11-10 null,B02011600,201000,35,N/A,N/A
Accommodation,2409490,만회고택,경상북도 봉화군 봉화읍 바래미1길 51 null,B02011600,122000,35,N/A,N/A
Accommodation,2913863,맑은물리조트,강원특별자치도 인제군 기린면 내린천로 4723 null,Motel,76000,32,N/A,N/A
Accommodation,138252,맑은물소리 펜션,강원특별자치도 인제군 기린면 대내로 97 null,Guesthouse,181000,32,N/A,N/A
Accommodation,2611023,맘마논맘마,경상남도 통영시 용남면 용남해안로 230 null,Guesthouse,64000,36,N/A,N/A
Accommodation,3103190,망경주,경상남도 진주시 망진산길4번길 7-2 (망경동) null,Guesthouse,230000,,N/A,N/A
Accommodation,3542654,망상비치 펜션,강원특별자치도 강릉시 옥계면 도직길 7-12 null,Hotel,177000,32,N/A,N/A
Accommodation,2913712,망상파크펜션,강원특별자치도 동해시 망상길 45-1 null,Guesthouse,80000,32,N/A,N/A
Accommodation,2913859,망상펜션,강원특별자치도 동해시 망상길 45-1 null,Guesthouse,211000,32,N/A,N/A
Accommodation,2570109,망와고택,경상북도 봉화군 물야면 오록2길 48 null,B02011600,72000,35,N/A,N/A
Accommodation,138806,망치몽돌펜션,경상남도 거제시 일운면 망치1길 14-1 null,Guesthouse,77000,36,N/A,N/A
Accommodation,2576667,매물도펜션,경상남도 통영시 한산면 매물도대항길 65-1 null,Guesthouse,230000,36,N/A,N/A
Accommodation,2572792,매죽헌(매죽헌 한옥 민박),전라남도 순천시 월등면 외동길 52 null,B02011600,63000,38,N/A,N/A
Accommodation,2603996,매죽헌2(매죽헌한옥민박),전라남도 순천시 월등면 외동길 56 null,B02011600,216000,38,N/A,N/A
Accommodation,1871270,맥산댁,경상북도 고령군 쌍림면 개실2길 8 (쌍림면),B02011600,147000,35,N/A,N/A
Accommodation,1365755,맨하탄모텔,전북특별자치도 순창군 순창읍 대동로 41 null,B02010900,100000,37,N/A,N/A
Accommodation,3049858,맨하탄호텔,경상남도 남해군 남해읍 화전로 60-3 null,B02010900,111000,36,N/A,N/A
Accommodation,3379704,맹그로브 동대문,서울특별시 중구 퇴계로 334 (광희동2가) null,Hotel,115000,1,N/A,N/A
Accommodation,3379735,맹그로브 신설,서울특별시 동대문구 왕산로 22 (신설동) null,Hotel,128000,1,N/A,N/A
Accommodation,3532876,머무르다목포,"전라남도 목포시 해안로163번길 46-2 (금화동, 금화아파트) 305호",Glamping,129000,38,N/A,N/A
Accommodation,2917226,머큐어 앰배서더 서울 홍대,서울특별시 마포구 양화로 144 (동교동) null,Hotel,85000,1,N/A,N/A
Accommodation,3464865,머큐어 앰배서더 울산,울산광역시 북구 강동산하2로 7 (산하동) null,Hotel,55000,7,N/A,N/A
Accommodation,2852581,머큐어앰배서더 제주,제주특별자치도 서귀포시 안덕면 한창로 365 null,Hotel,208000,39,N/A,N/A
Accommodation,3348137,멍펜션,경기도 가평군 조종면 현등사길 55-361 null,B02011300,94000,31,N/A,N/A
Accommodation,3532734,메리도그하우스,경기도 양평군 청운면 가현길 440-1 null,Guesthouse,226000,31,N/A,N/A
Accommodation,2814170,메리머드호텔,충청남도 보령시 해수욕장8길 52 null,Hotel,143000,34,N/A,N/A
Accommodation,1327006,메리어트 이그제큐티브 아파트먼트 서울 여의도,서울특별시 영등포구 여의대로 8 (여의도동) null,Hotel,221000,1,N/A,N/A
Accommodation,2561909,메리어트관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 null,Hotel,247000,39,N/A,N/A
Accommodation,3079732,메리엘호텔,경기도 용인시 기흥구 신정로 235 (신갈동) null,Hotel,64000,31,N/A,N/A
Accommodation,2843606,메리제인호텔,충청북도 청주시 흥덕구 짐대로72번길 13 null,B02010900,138000,33,N/A,N/A
Accommodation,3532720,메모리스테이 효자,서울특별시 종로구 자하문로 76-4 (효자동) null,B02011600,190000,1,N/A,N/A
Accommodation,2528124,메이드호텔,전북특별자치도 남원시 소리길 110 null,B02010900,175000,37,N/A,N/A
Accommodation,2761428,메이페어나르샤,강원특별자치도 평창군 봉평면 안흥동길 70-83 (무이리),Guesthouse,138000,32,N/A,N/A
Accommodation,2552651,메이플레이스 호텔 서울 동대문,서울특별시 종로구 율곡로 179 (원남동) null,Hotel,146000,1,N/A,N/A
Accommodation,1831623,리디자인호텔,경기도 용인시 기흥구 동백3로11번길 43 null,B02010900,184000,31,N/A,N/A
Accommodation,2650639,리버사이드게스트하우스,서울특별시 광진구 뚝섬로 702-4 (자양동),Camping,137000,1,N/A,N/A
Accommodation,3044557,리버사이드호텔,강원특별자치도 춘천시 신북읍 신샘밭로 745 null,Hotel,194000,32,N/A,N/A
Accommodation,3083662,리버사이드호텔(보령),충청남도 보령시 천변북길 87 (대천동) null,B02010900,206000,34,N/A,N/A
Accommodation,649024,리버스모텔,전라남도 장흥군 장흥읍 장흥대로 3528 null,B02010900,51000,38,N/A,N/A
Accommodation,2913433,리버웍펜션,강원특별자치도 춘천시 남산면 북한강변길 840 null,Guesthouse,149000,32,N/A,N/A
Accommodation,2652445,리버틴호텔 경주[한국관광 품질인증/Korea Quality],경상북도 경주시 태종로685번길 23 (노서동),Hotel,186000,35,N/A,N/A
Accommodation,2621797,리버파크(순천리버파크관광호스텔),전라남도 순천시 주암면 주암호길 27 null,Camping,102000,38,N/A,N/A
Accommodation,678745,리버힐펜션,강원특별자치도 홍천군 서면 도롱골길 177-12 null,Guesthouse,94000,32,N/A,N/A
Accommodation,3532563,리베라모텔,강원특별자치도 강릉시 용지로 147 (옥천동) null,B02010900,211000,32,N/A,N/A
Accommodation,142978,리베로호텔,부산광역시 해운대구 구남로29번길 21 null,Hotel,205000,6,N/A,N/A
Accommodation,2848322,리브라이프 호텔,경기도 시흥시 중심상가1길 25 (정왕동) null,Hotel,160000,31,N/A,N/A
Accommodation,3586167,리브포레스트 풀빌라리조트,경상북도 영덕군 영덕읍 영덕대게로 625-284 null,Guesthouse,168000,35,N/A,N/A
Accommodation,3534096,리비에라,강원특별자치도 강릉시 연곡면 해안로 1461-1 null,Guesthouse,70000,32,N/A,N/A
Accommodation,2910876,리센 오션파크 호텔,강원특별자치도 속초시 해오름로 167 (조양동) null,Hotel,90000,32,N/A,N/A
Accommodation,1161739,리솜포레스트(제천),충청북도 제천시 백운면 금봉로 365 null,Motel,73000,33,N/A,N/A
Accommodation,3101959,리스테이 남원,전북특별자치도 남원시 주천면 상주길 41-6 null,B02011600,70000,,N/A,N/A
Accommodation,2609912,리앙스펜션,경상북도 문경시 문경읍 주흘로 241-14 null,Guesthouse,177000,35,N/A,N/A
Accommodation,3075639,리우오션 레지던스,경상남도 거제시 일운면 옥림리 null,Hotel,101000,36,N/A,N/A
Accommodation,2707232,리인목포게스트하우스,전라남도 목포시 마인계터로38번길 6 (죽동),Camping,152000,38,N/A,N/A
Accommodation,3103188,리재,서울특별시 중구 퇴계로68길 14 (광희동2가) null,Guesthouse,193000,1,N/A,N/A
Accommodation,3044558,리젠시모텔,광주광역시 동구 양림로115번길 26 (학동) 리젠시모텔,B02010900,201000,,N/A,N/A
Accommodation,626875,리젠트모텔,강원특별자치도 춘천시 공지로461번길 14 (근화동),B02010900,240000,32,N/A,N/A
Accommodation,3089840,리첼호텔,경상북도 안동시 관광단지로 346-69 (성곡동) null,Hotel,193000,35,N/A,N/A
Accommodation,725491,리츠모텔,전라남도 여수시 거북선공원1길 8 null,B02010900,133000,38,N/A,N/A
Accommodation,3091337,라트리호텔,경기도 의정부시 청사로6번길 19-13 (신곡동) null,Hotel,225000,31,N/A,N/A
Accommodation,3337718,라한셀렉트 경주,경상북도 경주시 보문로 338 (신평동) null,Hotel,87000,35,N/A,N/A
Accommodation,2945609,라한호텔 전주,전북특별자치도 전주시 완산구 풍남동3가 26-5 라한호텔 전주 null,Hotel,54000,37,N/A,N/A
Accommodation,2010024,라한호텔 포항,경상북도 포항시 북구 삼호로265번길 1 null,Hotel,168000,35,N/A,N/A
Accommodation,2700971,락고재 서울 북촌 한옥호텔,서울특별시 종로구 계동길 49-23 null,Hotel,137000,1,N/A,N/A
Accommodation,1871262,락고재 안동(하회),경상북도 안동시 하회강변길 51 null,B02011600,156000,35,N/A,N/A
Accommodation,3579868,락고재 하회한옥호텔 기와본관,경상북도 안동시 풍천면 전서로 186-20 null,Hotel,146000,35,N/A,N/A
Accommodation,2950473,락이당[한국관광 품질인증/Korea Quality],서울특별시 종로구 계동길 121 121북촌 null,B02011600,197000,1,N/A,N/A
Accommodation,2913794,락있수다펜션,강원특별자치도 정선군 화암면 소금강로 2188 락있수다펜션,Guesthouse,121000,32,N/A,N/A
Accommodation,2604344,락희원,경상북도 경주시 포석로1050번길 43 (황남동),B02011600,68000,35,N/A,N/A
Accommodation,2991679,람사르 운곡습지 유스호스텔,전북특별자치도 고창군 운곡로 91 고창군 람사르 운곡습지 유스호스텔 null,B02010600,119000,37,N/A,N/A
Accommodation,2561880,랜딩관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 null,Hotel,172000,39,N/A,N/A
Accommodation,3469451,러블리펫108 애견펜션,인천광역시 옹진군 영흥면 선재로 76-27 null,Guesthouse,161000,2,N/A,N/A
Accommodation,3469452,럭셔리 G 모텔,인천광역시 미추홀구 토금북로18번길 11 (용현동) null,B02010900,169000,2,N/A,N/A
Accommodation,2576479,레드,서울특별시 중구 소공로6길 32 (남산동2가) 2층,Camping,116000,1,N/A,N/A
Accommodation,2814153,레몬그라스,경기도 양평군 명성길 230 null,Guesthouse,63000,31,N/A,N/A
Accommodation,1638654,레몬테라스,전북특별자치도 부안군 변산면 고사길 86 null,Guesthouse,91000,37,N/A,N/A
Accommodation,1271286,레몬트리,충청남도 태안군 고남면 구매길 56-9 null,Guesthouse,50000,34,N/A,N/A
Accommodation,2586384,레스케이프 호텔(L’Escape Hotel),서울특별시 중구 퇴계로 67 null,Hotel,153000,1,N/A,N/A
Accommodation,3469454,레스테 호텔,인천광역시 옹진군 영흥면 선재로186번길 64 null,B02010900,153000,2,N/A,N/A
Accommodation,2894945,레스트호텔,경기도 김포시 태장로795번길 151 null,Hotel,72000,31,N/A,N/A
Accommodation,3080070,레이크45호텔,전라남도 나주시 배멧3길 5-4 (빛가람동) null,B02010900,131000,38,N/A,N/A
Accommodation,2918421,레이크베이호스텔,경기도 고양시 일산동구 정발산로 15 (장항동) null,Hotel,244000,31,N/A,N/A
Accommodation,143060,레이크힐스 호텔 속리산,충청북도 보은군 속리산면 법주사로 305 null,Hotel,102000,33,N/A,N/A
Accommodation,1635968,레인보우펜션,전북특별자치도 부안군 변산면 고사길 96-3 null,Guesthouse,249000,37,N/A,N/A
Accommodation,1834542,레인보우호텔,서울특별시 용산구 한강대로71길 48 null,B02010900,210000,1,N/A,N/A
Accommodation,3532570,레젤프펜션,경기도 가평군 북면 가화로 2389-16 null,Guesthouse,69000,31,N/A,N/A
Accommodation,3080539,렉스관광호텔,서울특별시 강남구 강남대로 588 (논현동) null,Hotel,108000,1,N/A,N/A
Accommodation,142979,렉스호텔,서울특별시 중구 퇴계로10길 23 null,Hotel,243000,1,N/A,N/A
Accommodation,725425,렉시모텔(구 에덴파크),전라남도 여수시 봉산남5길 11 (봉산동),B02010900,244000,38,N/A,N/A
Accommodation,3438570,렛스테이,충청남도 공주시 제민천3길 66 (중동) null,B02011600,129000,,N/A,N/A
Accommodation,943362,로그캠프펜션,경기도 양평군 용문면 연수로 293 null,Guesthouse,209000,31,N/A,N/A
Accommodation,3111838,로만티카 애견리조트,인천광역시 강화군 화도면 해안남로 1986 null,Guesthouse,126000,2,N/A,N/A
Accommodation,3076237,로사나부티크호텔,서울특별시 송파구 삼학사로 98 (석촌동) null,B02010900,191000,1,N/A,N/A
Accommodation,2576335,로시난테펜션,경상남도 통영시 사량면 대항길 64-46 null,Guesthouse,182000,36,N/A,N/A
Accommodation,2761671,로얄모텔,강원특별자치도 평창군 평창읍 백오1길 44 null,B02010900,119000,32,N/A,N/A
Accommodation,2634434,로얄스퀘어호텔,"서울특별시 강서구 공항대로 30 (공항동,로얄스퀘어호텔서울)",Camping,229000,1,N/A,N/A
Accommodation,3469415,로얄엠포리움호텔,인천광역시 중구 은하수로 35 (중산동) 로얄엠포리움호텔,Hotel,146000,2,N/A,N/A
Accommodation,142723,로얄호텔서울,서울특별시 중구 명동길 61 (명동1가) null,Hotel,137000,1,N/A,N/A
Accommodation,3082668,로오우,경상북도 영덕군 병곡면 흰돌로 116 null,B02011300,68000,35,N/A,N/A
Accommodation,398122,로즈밸리,강원특별자치도 삼척시 원덕읍 임원안길 525-9 null,Guesthouse,242000,32,N/A,N/A
Accommodation,1747890,로지호텔,인천광역시 미추홀구 주안중로 32 null,B02010900,155000,2,N/A,N/A
Accommodation,2707068,로하스테이,강원특별자치도 춘천시 서면 덕두원길 12 null,Camping,77000,32,N/A,N/A
Accommodation,2522312,롤링힐스호텔,경기도 화성시 남양읍 시청로 290 null,Hotel,63000,31,N/A,N/A
Accommodation,3465023,롯데리조트 부여,충청남도 부여군 규암면 백제문로 400 null,Hotel,127000,34,N/A,N/A
Accommodation,2505908,롯데시티호텔 구로,서울특별시 구로구 디지털로 300 null,Hotel,64000,1,N/A,N/A
Accommodation,1556008,롯데시티호텔 김포공항,서울특별시 강서구 하늘길 38 (방화동) null,Hotel,151000,1,N/A,N/A
Accommodation,1933910,롯데시티호텔 대전,대전광역시 유성구 엑스포로123번길 33 (도룡동) null,Hotel,232000,3,N/A,N/A
Accommodation,990208,롯데시티호텔 마포,서울특별시 마포구 마포대로 109 null,Hotel,207000,1,N/A,N/A
Accommodation,2504510,롯데시티호텔 명동,서울특별시 중구 삼일대로 362 null,Hotel,51000,1,N/A,N/A
Accommodation,2570790,롯데시티호텔 울산,울산광역시 남구 삼산로 204 null,Hotel,175000,7,N/A,N/A
Accommodation,2913810,바다와펜션,강원특별자치도 강릉시 사천면 해안로 1081 null,Guesthouse,193000,32,N/A,N/A
Accommodation,3533125,바다의기분풀빌라,경상남도 통영시 산양읍 풍화일주로 1609-12 null,Guesthouse,69000,36,N/A,N/A
Accommodation,2572858,바다정원펜션,경상남도 사천시 서포면 토끼로 245-41 null,Guesthouse,65000,36,N/A,N/A
Accommodation,139907,바다추억,경상남도 거제시 동부면 고촌길 29 null,Guesthouse,154000,36,N/A,N/A
Accommodation,1268364,바다펜션,충청남도 태안군 소원면 송의로 745 null,Guesthouse,207000,34,N/A,N/A
Accommodation,1853848,바다하우스,제주특별자치도 제주시 애월읍 애월해안로 218 null,Guesthouse,169000,39,N/A,N/A
Accommodation,2621955,바다해호텔,제주특별자치도 서귀포시 천지연로 3-1 (서귀동),Camping,68000,39,N/A,N/A
Accommodation,138545,바다햇살고운집,충청남도 태안군 안면읍 방포1길 40-19 null,Guesthouse,78000,34,N/A,N/A
Accommodation,2707453,바다향기,경상남도 통영시 광도면 죽림해안로 36 null,Hotel,176000,36,N/A,N/A
Accommodation,2626832,바다향기펜션,경기도 화성시 서신면 해안길 144 null,Guesthouse,210000,31,N/A,N/A
Accommodation,2913832,바다향기펜션,강원특별자치도 속초시 해오름로 13 null,Guesthouse,81000,32,N/A,N/A
Accommodation,138486,바닷가모텔,전라남도 해남군 송지면 땅끝해안로 1354-12 null,B02010900,164000,38,N/A,N/A
Accommodation,139818,바닷가모텔,강원특별자치도 양양군 강현면 해맞이길 8-17 null,B02010900,152000,32,N/A,N/A
Accommodation,1639943,바닷가의추억,전북특별자치도 부안군 변산면 궁항영상길 38 null,Guesthouse,116000,37,N/A,N/A
Accommodation,397718,바닷길풍경펜션,충청남도 태안군 남면 몽대로 464 null,Guesthouse,237000,34,N/A,N/A
Accommodation,2516199,바람아래관광농원,충청남도 태안군 대야로 13-6 null,Guesthouse,245000,34,N/A,N/A
Accommodation,139615,바람의 바다 펜션,전라남도 무안군 현경면 신정길 101 null,Guesthouse,104000,38,N/A,N/A
Accommodation,641675,바우펜션,경상남도 거제시 일운면 거제대로 2109 null,Guesthouse,146000,36,N/A,N/A
Accommodation,555412,바위샘펜션,강원특별자치도 철원군 갈말읍 두루미로 244 null,Guesthouse,161000,32,N/A,N/A
Accommodation,2657488,박명선 갤러리,경기도 파주시 탄현면 장릉로141번길 21 null,Guesthouse,112000,31,N/A,N/A
Accommodation,2600221,박정우가옥,경상북도 영주시 문수면 무섬로234번길 11-17 null,B02011600,72000,35,N/A,N/A
Accommodation,2595502,박진사고택,경상남도 고성군 개천면 청광6길 25-12 박진사고택,B02011600,53000,36,N/A,N/A
Accommodation,398315,반도관광호텔,인천광역시 계양구 계양문화로17번길 8 null,Hotel,69000,2,N/A,N/A
Accommodation,2740726,반디빌리지,경기도 가평군 묵안로 287 null,Guesthouse,236000,31,N/A,N/A
Accommodation,3532766,반디펜션,전북특별자치도 무주군 부남면 노루재로 302-34 null,Guesthouse,198000,37,N/A,N/A
Accommodation,1045657,반얀트리 클럽 앤 스파 서울,서울특별시 중구 장충단로 60 null,Hotel,59000,1,N/A,N/A
Accommodation,250596,발렌타인모텔,충청북도 충주시 동량면 동산로 54 null,B02010900,175000,33,N/A,N/A
Accommodation,2913609,발렌타인애견펜션,강원특별자치도 양양군 손양면 남대천로 251-117 null,Guesthouse,159000,32,N/A,N/A
Accommodation,3082119,발트하우스,제주특별자치도 서귀포시 표선면 번영로 3361-26 null,Guesthouse,139000,39,N/A,N/A
Accommodation,707896,밧개오션텔,충청남도 태안군 안면읍 해안관광로 248 null,Guesthouse,205000,34,N/A,N/A
Accommodation,2571959,방가방가게스트하우스(풍경집),부산광역시 사하구 감내1로224번길 7 (감천동),Camping,205000,6,N/A,N/A
Accommodation,138713,방태산황토펜션,강원특별자치도 인제군 기린면 방태산길 119 null,Guesthouse,97000,32,N/A,N/A
Accommodation,2576493,배내골 걸리버 펜션,울산광역시 울주군 상북면 배내로 1013-27 null,Guesthouse,235000,7,N/A,N/A
Accommodation,388123,배내골산골이야기,경상남도 양산시 원동면 고점길 4-6 null,Guesthouse,186000,36,N/A,N/A
Accommodation,387673,배내의아침,경상남도 양산시 원동면 어실로 1425 null,Guesthouse,155000,36,N/A,N/A
Accommodation,2587036,백년한옥,전북특별자치도 전주시 완산구 기린대로 74-9 (풍남동3가),B02011600,243000,37,N/A,N/A
Accommodation,3533120,백담스카이하우스,강원특별자치도 인제군 북면 백담로 124-2 null,Guesthouse,105000,32,N/A,N/A
Accommodation,2711375,백두대간 약초나라 펜션,강원특별자치도 정선군 임계면 눈꽃마을길 178-37 null,Guesthouse,190000,32,N/A,N/A
Accommodation,138724,백무산장 황토방 펜션,경상남도 함양군 마천면 백무동로 321 null,B02010900,141000,36,N/A,N/A
Accommodation,2574064,백미응서재,경기도 화성시 서신면 밸미길 84 null,B02011600,93000,31,N/A,N/A
Accommodation,2604712,백불고택,대구광역시 동구 옻골로 195-5 (둔산동),B02011600,135000,4,N/A,N/A
Accommodation,2531514,백암스프링스호텔,경상북도 울진군 온천로 90 백암스프링스호텔 null,Hotel,241000,35,N/A,N/A
Accommodation,142938,백양관광호텔,전라남도 장성군 북하면 백양로 941 null,Hotel,203000,38,N/A,N/A
Accommodation,1278030,백조의호수,충청남도 태안군 안면읍 라암로 5 null,Guesthouse,112000,34,N/A,N/A
Accommodation,2707449,백패커스인여수,전라남도 여수시 공화남2길 14 null,Camping,216000,38,N/A,N/A
Accommodation,2623005,백패커스홈,제주특별자치도 서귀포시 중정로 24-7 (서귀동),Camping,177000,39,N/A,N/A
Accommodation,642509,백합펜션,충청남도 태안군 남면 안면대로 1296-47 null,Guesthouse,186000,34,N/A,N/A
Accommodation,2572871,백희,전북특별자치도 전주시 완산구 어진길 94-6 (경원동2가),Camping,85000,37,N/A,N/A
Accommodation,3044607,밸리1961,경상북도 경주시 산내면 문복로 836-1 null,Guesthouse,166000,35,N/A,N/A
Accommodation,2697715,벌교소형관광호텔,전라남도 보성군 벌교읍 신정길 4-41 null,Camping,118000,38,N/A,N/A
Accommodation,1138765,베니스모텔,전라남도 목포시 북항로149번길 8 null,B02010900,60000,38,N/A,N/A
Accommodation,2760231,베니스펜션,강원특별자치도 평창군 봉평면 흥정계곡길 130 null,Guesthouse,171000,32,N/A,N/A
Accommodation,3085173,베니키아 JD관광호텔,경기도 남양주시 진접읍 해밀예당1로 50-44 null,Hotel,141000,31,N/A,N/A
Accommodation,143118,베니키아 KCP호텔,강원특별자치도 양구군 양구읍 파로호로 993-19 null,Hotel,93000,32,N/A,N/A
Accommodation,2006842,베니키아 노블 호텔,서울특별시 종로구 율곡로6길 13-3 노블호텔 null,Hotel,213000,1,N/A,N/A
